[(0, 0.0, FORWARD), (0.01948355555555556, 0.01948355555555556, FORWARD), (0.04348355555555558, 0.04348355555555558, FORWARD), (0.06585333333333337, 0.06585333333333337, FORWARD), (0.0898533333333334, 0.0898533333333334, FORWARD), (0.11033688888888894, 0.11033688888888894, FORWARD)]
[(0.01948355555555556, 0.641983355362319, FORWARD), (0.691983355362319, 1.3117720440579714, FORWARD), (1.361772044057966, 1.9815607327536093, FORWARD), (2.031560732753604, 2.6513494214492472, FORWARD), (2.7013494214492417, 3.321138110144885, FORWARD), (3.3711381101448796, 3.990926798840523, FORWARD)]
[(0.691983355362319, 1.3037931751884062, FORWARD), (1.361772044057966, 1.973581863884039, FORWARD), (2.031560732753604, 2.643370552579677, FORWARD), (2.7013494214492417, 3.313159241275315, FORWARD), (3.3711381101448796, 3.982947929970953, FORWARD), (4.040926798840536, 4.6527366186666645, FORWARD)]
[(1.3547931751884006, 1.9666029950144737, FORWARD), (2.0245818638840336, 2.636391683710107, FORWARD), (2.6943705525796715, 3.306180372405745, FORWARD), (3.3641592412753094, 3.9759690611013827, FORWARD), (4.033947929970962, 4.645757749797091, FORWARD), (4.703736618666682, 5.31554643849281, FORWARD)]
[(2.0176029950144683, 2.6294128148405416, FORWARD), (2.6873916837101013, 3.2992015035361746, FORWARD), (3.357180372405739, 3.9689901922318125, FORWARD), (4.026969061101389, 4.638778880927518, FORWARD), (4.696757749797108, 5.308567569623237, FORWARD), (5.366546438492827, 5.978356258318956, FORWARD)]
[(2.680412814840536, 3.2922226346666092, FORWARD), (3.350201503536169, 3.9620113233622423, FORWARD), (4.019990192231815, 4.631800012057944, FORWARD), (4.689778880927535, 5.301588700753664, FORWARD), (5.359567569623254, 5.9713773894493825, FORWARD), (6.029356258318973, 6.641166078145102, FORWARD)]
[(3.3432226346666036, 3.955032454492677, FORWARD), (4.013011323362242, 4.624821143188371, FORWARD), (4.682800012057961, 5.29460983188409, FORWARD), (5.352588700753681, 5.96439852057981, FORWARD), (6.0223773894493995, 6.634187209275528, FORWARD), (6.692166078145119, 7.303975897971248, FORWARD)]
[(4.006032454492674, 4.617842274318803, FORWARD), (4.675821143188388, 5.287630963014517, FORWARD), (5.345609831884107, 5.957419651710236, FORWARD), (6.015398520579827, 6.627208340405955, FORWARD), (6.685187209275545, 7.296997029101674, FORWARD), (7.354975897971265, 7.966785717797394, FORWARD)]
[(4.66884227431882, 5.280652094144949, FORWARD), (5.338630963014534, 5.950440782840663, FORWARD), (6.008419651710253, 6.620229471536382, FORWARD), (6.678208340405972, 7.290018160232101, FORWARD), (7.347997029101691, 7.95980684892782, FORWARD), (8.017785717797395, 8.629595537623413, FORWARD)]
[(5.331652094144966, 5.9434619139710945, FORWARD), (6.00144078284068, 6.613250602666809, FORWARD), (6.671229471536399, 7.2830392913625275, FORWARD), (7.341018160232118, 7.952827980058247, FORWARD), (8.010806848927828, 8.622616668753846, FORWARD), (8.680595537623384, 9.292405357449402, FORWARD)]
[(5.9944619139711115, 6.60627173379724, FORWARD), (6.664250602666826, 7.276060422492955, FORWARD), (7.3340392913625445, 7.945849111188673, FORWARD), (8.003827980058261, 8.61563779988428, FORWARD), (8.673616668753818, 9.285426488579835, FORWARD), (9.343405357449374, 9.955215177275392, FORWARD)]
[(6.657271733797257, 7.269081553623386, FORWARD), (7.327060422492972, 7.9388702423191, FORWARD), (7.99684911118869, 8.60865893101471, FORWARD), (8.666637799884251, 9.278447619710269, FORWARD), (9.336426488579807, 9.948236308405825, FORWARD), (10.006215177275363, 10.618024997101381, FORWARD)]
[(7.3100815536234, 8.169764586666895, FORWARD), (8.191764586666883, 9.051447619710334, FORWARD), (9.073447619710322, 9.933130652753773, FORWARD), (9.95513065275376, 10.81681368579721, FORWARD), (10.838813685797199, 11.69849671884065, FORWARD), (11.720496718840637, 12.580179751884089, FORWARD)]
[(8.191764586666883, 8.241002068406013, FORWARD), (9.073447619710322, 9.122685101449452, FORWARD), (9.95513065275376, 10.004368134492891, FORWARD), (10.838813685797199, 10.888051167536329, FORWARD), (11.720496718840637, 11.769734200579768, FORWARD), (12.602179751884076, 12.651417233623206, FORWARD)]
