[(0, 0.006996596000000001, FORWARD), (0.007007596000000002, 0.014005192, FORWARD), (0.014016191999999992, 0.02101378799999999, FORWARD), (0.021024788000000003, 0.02802238400000001, FORWARD), (0.028033384000000022, 0.03503098000000003, FORWARD), (0.03504198000000004, 0.04203957600000005, FORWARD), (0.3344314696101416, 0.34841466161014134, BACKWARD), (0.36528769488861756, 0.3792708868886173, BACKWARD), (0.404148236221889, 0.41813142822188876, BACKWARD), (0.44562552116540566, 0.4596087131654054, BACKWARD), (0.4662130233067748, 0.48019621530677453, BACKWARD), (0.48680403461987354, 0.5007872266198734, BACKWARD), (0.5007982266198737, 0.5008175117761237, PARAM_SYNC)]
[(0.007007596000000002, 0.01234874266666656, FORWARD), (0.014016191999999992, 0.019357338666666713, FORWARD), (0.021024788000000003, 0.026365934666666827, FORWARD), (0.028033384000000022, 0.033374530666666846, FORWARD), (0.03504198000000004, 0.040383126666666866, FORWARD), (0.04205057600000006, 0.04738772266666688, FORWARD), (0.3238401762768142, 0.3343604696101435, BACKWARD), (0.3546964015552902, 0.36521669488861946, BACKWARD), (0.39355694288856163, 0.4040772362218909, BACKWARD), (0.4350342278320783, 0.44555452116540756, BACKWARD), (0.4556217299734474, 0.4661420233067767, BACKWARD), (0.47621274128654617, 0.48673303461987544, BACKWARD), (0.5007982266198737, 0.5024600266198755, PARAM_SYNC)]
[(0.012419742666666508, 0.01849737644444432, FORWARD), (0.019428338666666784, 0.025505972444445156, FORWARD), (0.026436934666666898, 0.032514568444445266, FORWARD), (0.03344553066666692, 0.039523164444445286, FORWARD), (0.04045412666666694, 0.046531760444445305, FORWARD), (0.04745872266666695, 0.05353635644444532, FORWARD), (0.31214790872127807, 0.3237091762768177, BACKWARD), (0.34300413399975405, 0.3545654015552937, BACKWARD), (0.3818646753330255, 0.39342594288856514, BACKWARD), (0.4233384511048125, 0.43489971866035215, BACKWARD), (0.44392946241791126, 0.4554907299734509, BACKWARD), (0.46452047373101, 0.4760817412865497, BACKWARD), (0.5007982266198737, 0.5329950266198804, PARAM_SYNC)]
[(0.018628376444444452, 0.023455993737374607, FORWARD), (0.025636972444445287, 0.03046458973737544, FORWARD), (0.0326455684444454, 0.03747318573737555, FORWARD), (0.03965416444444542, 0.04448178173737557, FORWARD), (0.046662760444445436, 0.05149037773737559, FORWARD), (0.05366735644444545, 0.058494973737375604, FORWARD), (0.30320567413544636, 0.312000908721282, BACKWARD), (0.33406189941392234, 0.342857133999758, BACKWARD), (0.3729224407471938, 0.3817176753330294, BACKWARD), (0.4143962165189808, 0.42319145110481643, BACKWARD), (0.43498722783207955, 0.4437824624179152, BACKWARD), (0.4555782391451783, 0.46437347373101395, BACKWARD), (0.5007982266198737, 0.559916786619881, PARAM_SYNC)]
[(0.023602993737374754, 0.034399749656567, FORWARD), (0.03450874965656711, 0.04530959587879024, FORWARD), (0.04541859587879035, 0.056219442101013484, FORWARD), (0.05632844210101359, 0.06712928832323671, FORWARD), (0.06723828832323682, 0.07803913454545994, FORWARD), (0.07814813454546005, 0.08894898076768316, FORWARD), (0.2826146628223476, 0.3030966741354493, BACKWARD), (0.3134708881008236, 0.33395289941392525, BACKWARD), (0.352331429434095, 0.3728134407471967, BACKWARD), (0.39379244603104085, 0.4142872165189837, BACKWARD), (0.4143962165189808, 0.43487822783208246, BACKWARD), (0.43498722783207955, 0.4554692391451812, BACKWARD), (0.5007982266198737, 0.6638313066198805, PARAM_SYNC)]
[(0.03450874965656711, 0.03994568121212355, FORWARD), (0.04541859587879035, 0.05085552743434679, FORWARD), (0.05632844210101359, 0.06176537365657003, FORWARD), (0.06723828832323682, 0.07267521987879326, FORWARD), (0.07814813454546005, 0.08358506610101647, FORWARD), (0.08905798076768327, 0.09449491232323971, FORWARD), (0.2725237997112628, 0.2825136628223503, BACKWARD), (0.30338002498973876, 0.3133698881008263, BACKWARD), (0.3422405663230102, 0.3522304294340977, BACKWARD), (0.38370158291995604, 0.39369144603104356, BACKWARD), (0.40164289651900187, 0.4116327596300894, BACKWARD), (0.4169669702967513, 0.4269568334078388, BACKWARD), (0.5007982266198737, 0.6525173866198799, PARAM_SYNC)]
[(0.04004668121212365, 0.04544961276768006, FORWARD), (0.05095652743434689, 0.0563594589899033, FORWARD), (0.061866373656570134, 0.06726930521212653, FORWARD), (0.07277621987879336, 0.07817915143434977, FORWARD), (0.08368606610101657, 0.08908899765657298, FORWARD), (0.09459591232323981, 0.09999884387879622, FORWARD), (0.26244493660017765, 0.2724007997112661, BACKWARD), (0.2933011618786536, 0.30325702498974205, BACKWARD), (0.33216170321192506, 0.3421175663230135, BACKWARD), (0.3736227198088709, 0.38357858291995933, BACKWARD), (0.39156403340791673, 0.40151989651900516, BACKWARD), (0.40688810718566615, 0.4168439702967546, BACKWARD), (0.5007982266198737, 0.6518680266198801, PARAM_SYNC)]
[(0.04557261276768018, 0.05100954432323662, FORWARD), (0.05648245898990342, 0.06191939054545986, FORWARD), (0.06739230521212665, 0.07282923676768309, FORWARD), (0.07830215143434989, 0.08373908298990633, FORWARD), (0.0892119976565731, 0.09464792921212954, FORWARD), (0.10012184387879634, 0.10555877543435278, FORWARD), (0.25209907348909966, 0.2620889366001872, BACKWARD), (0.28295529876757564, 0.29294516187866315, BACKWARD), (0.3218158401008471, 0.3318057032119346, BACKWARD), (0.3632768566977929, 0.37326671980888043, BACKWARD), (0.38121817029683874, 0.39120803340792626, BACKWARD), (0.39654224407458816, 0.4065321071856757, BACKWARD), (0.5007982266198737, 0.6386918266198801, PARAM_SYNC)]
[(0.05136554432323698, 0.07198975620202863, FORWARD), (0.07229575620202894, 0.09291996808082047, FORWARD), (0.09322870076768511, 0.11385291264647664, FORWARD), (0.11415891264647694, 0.13478312452526847, FORWARD), (0.13508912452526878, 0.1557133364040607, FORWARD), (0.15601933640406102, 0.17664354828285295, FORWARD), (0.2398787798325384, 0.25179307348910784, BACKWARD), (0.2707350051111186, 0.2826492987675838, BACKWARD), (0.30959554644439, 0.32150984010085526, BACKWARD), (0.3510394535292925, 0.3629708566978011, BACKWARD), (0.3689978766403817, 0.38091217029684693, BACKWARD), (0.3843219504181311, 0.39623624407459634, BACKWARD), (0.5007982266198737, 0.687498786619897, PARAM_SYNC)]
[(0.07229575620202894, 0.0782974533248369, FORWARD), (0.09322870076768511, 0.09922994310261522, FORWARD), (0.11415891264647694, 0.12016015498140706, FORWARD), (0.13508912452526878, 0.14109036686019888, FORWARD), (0.15601933640406102, 0.16202057873899112, FORWARD), (0.17694954828285325, 0.18295079061778335, FORWARD), (0.22963529516267997, 0.2397577798325383, BACKWARD), (0.26049152044131557, 0.2706140051111218, BACKWARD), (0.299352061774587, 0.30947454644439326, BACKWARD), (0.3407959688594895, 0.35091845352929574, BACKWARD), (0.3587533919705787, 0.36887687664038493, BACKWARD), (0.3740784657483281, 0.38420095041813435, BACKWARD), (0.5007982266198737, 0.7430420666198834, PARAM_SYNC)]
[(0.07841845332483702, 0.08368060555875588, FORWARD), (0.09935094310261534, 0.10461309533653419, FORWARD), (0.12028115498140718, 0.12554330721532606, FORWARD), (0.141211366860199, 0.14647351909411785, FORWARD), (0.16214157873899124, 0.1674037309729101, FORWARD), (0.18307179061778348, 0.18833394285170232, FORWARD), (0.2197409906948429, 0.22953729516267987, BACKWARD), (0.25059721597350143, 0.2603935204413182, BACKWARD), (0.28945775730677287, 0.29925406177458963, BACKWARD), (0.33090166439167534, 0.3406979688594921, BACKWARD), (0.34885908750276456, 0.3586553919705813, BACKWARD), (0.36418416128051395, 0.3739804657483307, BACKWARD), (0.5007982266198737, 0.6504813066198798, PARAM_SYNC)]
