[(0, 0.015987596000000003, FORWARD), (0.026987596000000013, 0.04397519200000002, FORWARD), (0.05679041200000003, 0.07177800800000003, FORWARD), (0.08279041200000005, 0.09777800800000006, FORWARD), (0.1088608333333334, 0.12384842933333341, FORWARD), (0.13786083333333343, 0.15284842933333345, FORWARD), (87.96298744361106, 87.9849626356111, BACKWARD), (97.92265497727549, 97.94463016927553, BACKWARD), (107.88621597786937, 107.90819116986941, BACKWARD), (117.82145964516953, 117.84343483716957, BACKWARD), (125.68642104477681, 125.70839623677685, BACKWARD), (133.49147521658972, 133.51345040858973, BACKWARD), (133.5244504085898, 133.53046369374604, PARAM_SYNC)]
[(0.026987596000000013, 0.1901707426666668, FORWARD), (0.26117074266666684, 0.4203538893333337, FORWARD), (0.49435388933333374, 0.6535370360000005, FORWARD), (0.7264666146666672, 0.885649761333334, FORWARD), (0.956649761333334, 1.1163868991110992, FORWARD), (1.1943164777777573, 1.3534996244444069, FORWARD), (87.72762115027662, 87.89198744361072, BACKWARD), (97.68728868394105, 97.85165497727515, BACKWARD), (107.65084968453493, 107.81521597786903, BACKWARD), (117.58609335183509, 117.75045964516919, BACKWARD), (125.45105475144237, 125.61542104477647, BACKWARD), (133.2561089232553, 133.42047521658938, BACKWARD), (133.5244504085898, 133.58837984858985, PARAM_SYNC)]
[(0.26117074266666684, 0.877006568444445, FORWARD), (1.0080065684444441, 1.618856431555489, FORWARD), (1.7518722809292118, 2.35552364707056, FORWARD), (2.4910964186261007, 3.090580052403813, FORWARD), (3.2242847745048087, 3.823768408282521, FORWARD), (3.9575089122016984, 4.5617192509494044, FORWARD), (86.99165388271759, 87.596621150276, BACKWARD), (96.95132141638202, 97.55628868394042, BACKWARD), (106.9148824169759, 107.51984968453431, BACKWARD), (116.85012608427606, 117.45509335183446, BACKWARD), (124.71508748388334, 125.32005475144175, BACKWARD), (132.5201416556963, 133.1251089232547, BACKWARD), (133.5244504085898, 133.88153136859117, PARAM_SYNC)]
[(1.0080065684444441, 1.8871104346261667, FORWARD), (2.0341104346261507, 2.9053205563230255, FORWARD), (3.0612847745048266, 3.9315089122017013, FORWARD), (4.0803060385048004, 4.950771305575795, FORWARD), (5.104517302505141, 5.968776720202254, FORWARD), (6.125608987838671, 6.989576605131887, FORWARD), (85.97671864812689, 86.84465388271688, BACKWARD), (95.93638618179132, 96.80432141638131, BACKWARD), (105.8999471823852, 106.7678824169752, BACKWARD), (115.83519084968536, 116.70312608427535, BACKWARD), (123.70000459143932, 124.56793982602932, BACKWARD), (131.50520642110567, 132.3731416556956, BACKWARD), (133.5244504085898, 134.06451440859215, PARAM_SYNC)]
[(2.0341104346261507, 3.1551392313937057, FORWARD), (3.2641392313936937, 4.442160495393809, FORWARD), (4.552160495393846, 5.726608987838538, FORWARD), (5.8366089878385745, 7.01320302339438, FORWARD), (7.123203023394416, 8.305651515838843, FORWARD), (8.415651515838782, 9.595672779838354, FORWARD), (82.93443943218595, 85.86771864812637, BACKWARD), (92.89377005435716, 95.8273861817908, BACKWARD), (102.85343758802159, 105.79094718238468, BACKWARD), (112.7809985886153, 115.72619084968484, BACKWARD), (120.65868667368969, 123.5910045914388, BACKWARD), (128.47550041544355, 131.39620642110515, BACKWARD), (133.5244504085898, 135.3649417685899, PARAM_SYNC)]
[(3.2641392313936937, 4.258733266949304, FORWARD), (4.552160495393846, 5.556754530949593, FORWARD), (5.8366089878385745, 6.843203023394323, FORWARD), (7.123203023394416, 8.129797058950052, FORWARD), (8.415651515838782, 9.421245551394007, FORWARD), (9.705672779838293, 10.711266815393518, FORWARD), (79.14702650062574, 82.83343943218547, BACKWARD), (89.10635712279695, 92.79277005435668, BACKWARD), (99.06602465646138, 102.75243758802111, BACKWARD), (108.99358565705509, 112.67999858861482, BACKWARD), (116.87127374212947, 120.5576866736892, BACKWARD), (124.68808748388321, 128.37450041544307, BACKWARD), (133.5244504085898, 136.25057040859, PARAM_SYNC)]
[(4.360306038504894, 5.356754530949527, FORWARD), (5.662754530949629, 6.659203023394261, FORWARD), (6.949348566505471, 7.945797058950103, FORWARD), (8.232797058949993, 9.229245551394113, FORWARD), (9.522818322949504, 10.519266815393625, FORWARD), (10.812266815393462, 11.806860850948693, FORWARD), (75.37161356906559, 79.02402650062515, BACKWARD), (85.3309441912368, 88.98335712279636, BACKWARD), (95.29061172490123, 98.94302465646079, BACKWARD), (105.21817272549494, 108.8705856570545, BACKWARD), (113.09586081056932, 116.74827374212889, BACKWARD), (120.91267455232305, 124.56508748388262, BACKWARD), (133.5244504085898, 136.25057040859, PARAM_SYNC)]
[(5.479754530949568, 6.474348566505312, FORWARD), (6.830348566505431, 7.824942602061175, FORWARD), (8.18479705895002, 9.17939109450525, FORWARD), (9.540818322949495, 10.535412358504725, FORWARD), (10.894457362059661, 11.89205139761489, FORWARD), (12.256481170382182, 13.251075205937413, FORWARD), (71.32815232672547, 75.0145652582852, BACKWARD), (81.28748294889668, 84.97389588045641, BACKWARD), (91.24655461734514, 94.93296754890487, BACKWARD), (101.1727597939335, 104.85917272549322, BACKWARD), (109.04970696394717, 112.7361198955069, BACKWARD), (116.87026162076162, 120.55667455232135, BACKWARD), (133.5244504085898, 136.25057040859, PARAM_SYNC)]
[(6.830348566505431, 10.786459392605218, FORWARD), (11.092459392605049, 15.14399796092611, FORWARD), (15.449997960925941, 19.48768317280857, FORWARD), (19.793683172808944, 23.831368384692517, FORWARD), (24.13736838469289, 28.175053596576465, FORWARD), (28.48105359657684, 32.51873880845873, FORWARD), (65.10013805793623, 71.01588005908506, BACKWARD), (75.0606135690641, 80.97521068125627, BACKWARD), (85.01994419123531, 90.93428234970473, BACKWARD), (94.98261172489975, 100.86675979393203, BACKWARD), (102.84399310712453, 108.74370696394571, BACKWARD), (110.70244047391479, 116.56426162076016, BACKWARD), (133.5244504085898, 135.79767184859108, PARAM_SYNC)]
[(11.092459392605049, 13.15983424808527, FORWARD), (15.449997960925941, 17.517519459963644, FORWARD), (19.793683172808944, 21.86120467184759, FORWARD), (24.13736838469289, 26.20488988373154, FORWARD), (28.48105359657684, 30.548575095615487, FORWARD), (32.824738808458015, 34.89209188615763, FORWARD), (60.1536768156042, 64.97913805793566, BACKWARD), (70.11315232671967, 74.93961356906352, BACKWARD), (80.07248294889088, 84.89894419123473, BACKWARD), (90.03155461733934, 94.85801585968319, BACKWARD), (97.89459784934559, 102.72049330390061, BACKWARD), (105.75597923157036, 110.58144047391421, BACKWARD), (133.5244504085898, 136.82686704859333, PARAM_SYNC)]
[(13.280834248085203, 14.187409504318845, FORWARD), (17.638519459963792, 18.545094716198307, FORWARD), (21.98220467184774, 22.888779928082254, FORWARD), (26.325889883731687, 27.2324651399662, FORWARD), (30.669575095615635, 31.57615035185015, FORWARD), (35.01309188615735, 35.91966714239018, FORWARD), (56.52528266337214, 60.05567681560443, BACKWARD), (66.48475817448187, 70.0151523267192, BACKWARD), (76.44408879665308, 79.97448294889041, BACKWARD), (86.40316046510154, 89.93355461733887, BACKWARD), (94.26620369710778, 97.79659784934512, BACKWARD), (102.12758507933256, 105.6579792315699, BACKWARD), (133.5244504085898, 136.25057040859, PARAM_SYNC)]
