[(0, 0.015987596000000003, FORWARD), (0.026987596000000013, 0.04397519200000002, FORWARD), (0.05679041200000003, 0.07177800800000003, FORWARD), (0.08279041200000005, 0.09777800800000006, FORWARD), (0.1088608333333334, 0.12384842933333341, FORWARD), (0.13786083333333343, 0.15284842933333345, FORWARD), (107.69078809644364, 107.71276328844368, BACKWARD), (115.55303068310889, 115.57500587510893, BACKWARD), (123.41869599155969, 123.44067118355973, BACKWARD), (131.28057757056078, 131.3025527625608, BACKWARD), (139.1445389701692, 139.16651416216922, BACKWARD), (146.95759314198233, 146.97956833398234, BACKWARD), (146.9905683339824, 146.99658161913865, PARAM_SYNC)]
[(0.026987596000000013, 0.1901707426666668, FORWARD), (0.26117074266666684, 0.4203538893333337, FORWARD), (0.49435388933333374, 0.6535370360000005, FORWARD), (0.7264666146666672, 0.885649761333334, FORWARD), (0.956649761333334, 1.1163868991110992, FORWARD), (1.1943164777777573, 1.3534996244444069, FORWARD), (107.4554218031092, 107.6197880964433, BACKWARD), (115.31766438977445, 115.48203068310855, BACKWARD), (123.18332969822525, 123.34769599155935, BACKWARD), (131.04521127722637, 131.20957757056044, BACKWARD), (138.9091726768348, 139.07353897016887, BACKWARD), (146.72222684864792, 146.886593141982, BACKWARD), (146.9905683339824, 147.05449777398246, PARAM_SYNC)]
[(0.26117074266666684, 0.877006568444445, FORWARD), (1.0080065684444441, 1.618856431555489, FORWARD), (1.7518722809292118, 2.35552364707056, FORWARD), (2.4910964186261007, 3.090580052403813, FORWARD), (3.2242847745048087, 3.823768408282521, FORWARD), (3.9575089122016984, 4.5617192509494044, FORWARD), (106.71945453555017, 107.32442180310858, BACKWARD), (114.58169712221542, 115.18666438977382, BACKWARD), (122.44736243066622, 123.05232969822463, BACKWARD), (130.30924400966737, 130.91421127722575, BACKWARD), (138.1732054092758, 138.77817267683417, BACKWARD), (145.98625958108892, 146.5912268486473, BACKWARD), (146.9905683339824, 147.34764929398378, PARAM_SYNC)]
[(1.0080065684444441, 1.8871104346261667, FORWARD), (2.0341104346261507, 2.9053205563230255, FORWARD), (3.0612847745048266, 3.9315089122017013, FORWARD), (4.0803060385048004, 4.950771305575795, FORWARD), (5.104517302505141, 5.968776720202254, FORWARD), (6.125608987838671, 6.989576605131887, FORWARD), (105.70451930095948, 106.57245453554947, BACKWARD), (113.56676188762472, 114.43469712221471, BACKWARD), (121.43242719607552, 122.30036243066552, BACKWARD), (129.29430877507673, 130.16224400966667, BACKWARD), (137.15812251683104, 138.02605775142098, BACKWARD), (144.97132434649828, 145.8392595810882, BACKWARD), (146.9905683339824, 147.53063233398476, PARAM_SYNC)]
[(2.0341104346261507, 3.1551392313937057, FORWARD), (3.2641392313936937, 4.442160495393809, FORWARD), (4.552160495393846, 5.726608987838538, FORWARD), (5.8366089878385745, 7.01320302339438, FORWARD), (7.123203023394416, 8.305651515838843, FORWARD), (8.415651515838782, 9.595672779838354, FORWARD), (102.65656840940566, 105.59551930095896, BACKWARD), (110.52001512496376, 113.4577618876242, BACKWARD), (118.38225771162901, 121.323427196075, BACKWARD), (126.24792302007981, 129.1853087750762, BACKWARD), (134.1098045990819, 137.04912251683052, BACKWARD), (141.94161834083616, 144.86232434649776, BACKWARD), (146.9905683339824, 148.8310596939825, PARAM_SYNC)]
[(3.2641392313936937, 4.258733266949304, FORWARD), (4.552160495393846, 5.556754530949593, FORWARD), (5.8366089878385745, 6.843203023394323, FORWARD), (7.123203023394416, 8.129797058950052, FORWARD), (8.415651515838782, 9.421245551394007, FORWARD), (9.705672779838293, 10.711266815393518, FORWARD), (98.86915547784545, 102.55556840940518, BACKWARD), (106.73260219340355, 110.41901512496328, BACKWARD), (114.5948447800688, 118.28125771162853, BACKWARD), (122.4605100885196, 126.14692302007933, BACKWARD), (130.32239166752146, 134.00880459908143, BACKWARD), (138.1542054092757, 141.84061834083568, BACKWARD), (146.9905683339824, 149.7166883339826, PARAM_SYNC)]
[(4.360306038504894, 5.356754530949527, FORWARD), (5.662754530949629, 6.659203023394261, FORWARD), (6.949348566505471, 7.945797058950103, FORWARD), (8.232797058949993, 9.229245551394113, FORWARD), (9.522818322949504, 10.519266815393625, FORWARD), (10.812266815393462, 11.806860850948693, FORWARD), (95.0937425462853, 98.74615547784487, BACKWARD), (102.9571892618434, 106.60960219340296, BACKWARD), (110.81943184850864, 114.47184478006821, BACKWARD), (118.68509715695944, 122.33751008851901, BACKWARD), (126.54697873596089, 130.19939166752087, BACKWARD), (134.3787924777153, 138.03120540927512, BACKWARD), (146.9905683339824, 149.7166883339826, PARAM_SYNC)]
[(5.479754530949568, 6.474348566505312, FORWARD), (6.830348566505431, 7.824942602061175, FORWARD), (8.18479705895002, 9.17939109450525, FORWARD), (9.540818322949495, 10.535412358504725, FORWARD), (10.894457362059661, 11.89205139761489, FORWARD), (12.256481170382182, 13.251075205937413, FORWARD), (91.04799283444719, 94.73440576600692, BACKWARD), (98.9104702786646, 102.59688321022433, BACKWARD), (106.7739169942227, 110.46032992578243, BACKWARD), (114.63872536867679, 118.32513830023652, BACKWARD), (122.49982488933874, 126.18623782089847, BACKWARD), (130.33637954615364, 134.0227924777136, BACKWARD), (146.9905683339824, 149.7166883339826, PARAM_SYNC)]
[(6.830348566505431, 10.786459392605218, FORWARD), (11.092459392605049, 15.14399796092611, FORWARD), (15.449997960925941, 19.48768317280857, FORWARD), (19.793683172808944, 23.831368384692517, FORWARD), (24.13736838469289, 28.175053596576465, FORWARD), (28.48105359657684, 32.51873880845873, FORWARD), (84.84927897762458, 90.74199283444572, BACKWARD), (92.72032220963087, 98.60447027866314, BACKWARD), (100.58376892518896, 106.46791699422124, BACKWARD), (108.44601151185421, 114.33272536867533, BACKWARD), (116.309676820305, 122.19382488933728, BACKWARD), (124.16855839930643, 130.03037954615218, BACKWARD), (146.9905683339824, 149.2637897739837, PARAM_SYNC)]
[(11.092459392605049, 13.15983424808527, FORWARD), (15.449997960925941, 17.517519459963644, FORWARD), (19.793683172808944, 21.86120467184759, FORWARD), (24.13736838469289, 26.20488988373154, FORWARD), (28.48105359657684, 30.548575095615487, FORWARD), (32.824738808458015, 34.89209188615763, FORWARD), (79.89847232962336, 84.72393357196721, BACKWARD), (87.77026510207045, 92.5957263444143, BACKWARD), (95.6323083340767, 100.45820378863172, BACKWARD), (103.4957550496348, 108.32165050418982, BACKWARD), (111.36099763630006, 116.1864588786439, BACKWARD), (119.22166294475083, 124.04755839930586, BACKWARD), (146.9905683339824, 150.29298497398594, PARAM_SYNC)]
[(13.280834248085203, 14.187409504318845, FORWARD), (17.638519459963792, 18.545094716198307, FORWARD), (21.98220467184774, 22.888779928082254, FORWARD), (26.325889883731687, 27.2324651399662, FORWARD), (30.669575095615635, 31.57615035185015, FORWARD), (35.01309188615735, 35.91966714239018, FORWARD), (76.27007817738556, 79.80047232962289, BACKWARD), (84.14087094983265, 87.67226510206999, BACKWARD), (92.0039141818389, 95.53430833407623, BACKWARD), (99.86736089739699, 103.39775504963433, BACKWARD), (107.73160348406225, 111.26299763629959, BACKWARD), (115.59326879251303, 119.12366294475036, BACKWARD), (146.9905683339824, 149.7166883339826, PARAM_SYNC)]
